SCHLUESSEL,BERUFINT,BERUFVERZ,RO,BESCHARTA,BESCHARTB,ENTSENDEG,BLTAETIGKEIT,TRFIELD,REPL_ID,REPL_DATABASE,IENTGELTGRUPPE,SSICHTBARINMAND,CSELEKTIONSKENNZEICHEN,IWEBPORTAL,SWEBPORTALTEXT,AUSGTAETIGKEITSSCHLUESSEL,AKTIV,WARNUNGMINDESTLOHN,HOCHSCHULBERUF,VORRAUSSETZUNG,LFDNRAUSGTAETIGKEIT,SWEBPORTALTEXT2,CFREMDSCHLUESSEL,AUTO_UEBERNAHME_PERSONAL,PROSOFT_RECRUITING_SOURCE_ID,DKZ_ID
25171,Werkschutzmeister/in,Werkschutzmeister/in,,,,,,,37053,1604123803,,,,,,53193,1,,,,,,,1,,
25172,Wehrführer/in (Brandmeister/in),Wehrführer/in (Brandmeister/in),,,,,,,37054,1604123803,,,,,,53193,1,,,,,,,1,,
25173,Sicherheitsbeauftragte/-beauftragter (Werkschutz),Sicherheitsbeauftragte/-beauftragter (Werkschutz),,,,,,,37055,1604123803,,,,,,53193,1,,,,,,,1,,
25174,Löschmeister/in,Löschmeister/in,,,,,,,37056,1604123803,,,,,,53193,1,,,,,,,1,,
25175,Löschzugführer/in,Löschzugführer/in,,,,,,,37057,1604123803,,,,,,53193,1,,,,,,,1,,
25176,Badleiter/in,Badleiter/in,,,,,,,37058,1604123803,,,,,,53194,1,,,,,,,1,,
25177,Badverwalter/in,Badverwalter/in,,,,,,,37059,1604123803,,,,,,53194,1,,,,,,,1,,
25178,Badebetriebsleiter/in,Badebetriebsleiter/in,,,,,,,37060,1604123803,,,,,,53194,1,,,,,,,1,,
25179,Hallenbadleiter/in,Hallenbadleiter/in,,,,,,,37061,1604123803,,,,,,53194,1,,,,,,,1,,
25180,Master of Science - Fire Safety Engineering/Brands,Master of Science - Fire Safety Engineering/Brands,,,,,,,37062,1604123803,,,,,,53194,1,,,,,,,1,,
25181,Wachvorsteher/in (Feuerwehr),Wachvorsteher/in (Feuerwehr),,,,,,,37063,1604123803,,,,,,53194,1,,,,,,,1,,
25182,Wachleiter/in - Rettungsdienst,Wachleiter/in - Rettungsdienst,,,,,,,37064,1604123803,,,,,,53194,1,,,,,,,1,,
25183,Abteilungsleiter/in (Wach- und Sicherheitsgewerbe),Abteilungsleiter/in (Wach- und Sicherheitsgewerbe),,,,,,,37065,1604123803,,,,,,53194,1,,,,,,,1,,
25184,Schwimmbadbetriebsleiter/in,Schwimmbadbetriebsleiter/in,,,,,,,37066,1604123803,,,,,,53194,1,,,,,,,1,,
25185,Bergungsunternehmer/in,Bergungsunternehmer/in,,,,,,,37067,1604123803,,,,,,53194,1,,,,,,,1,,
25186,Beamter/Beamtin - Feuerwehr (höh. techn. Dienst),Beamter/Beamtin - Feuerwehr (höh. techn. Dienst),,,,,,,37068,1604123803,,,,,,53194,1,,,,,,,1,,
25187,Feuerwehreinsatzleiter/in,Feuerwehreinsatzleiter/in,,,,,,,37069,1604123803,,,,,,53194,1,,,,,,,1,,
25188,Feuerwehrmann/-frau (höh. techn. Dienst),Feuerwehrmann/-frau (höh. techn. Dienst),,,,,,,37070,1604123803,,,,,,53194,1,,,,,,,1,,
25189,Feuerwehrbeamter/-beamtin (höh. techn. Dienst),Feuerwehrbeamter/-beamtin (höh. techn. Dienst),,,,,,,37071,1604123803,,,,,,53194,1,,,,,,,1,,
25190,Leitstellenleiter/in,Leitstellenleiter/in,,,,,,,37072,1604123803,,,,,,53194,1,,,,,,,1,,
25191,Leiter/in Bäderbetrieb,Leiter/in Bäderbetrieb,,,,,,,37073,1604123803,,,,,,53194,1,,,,,,,1,,
25192,Leiter/in - Rettungsstelle,Leiter/in - Rettungsstelle,,,,,,,37074,1604123803,,,,,,53194,1,,,,,,,1,,
25193,Director Environment und Safety,Director Environment und Safety,,,,,,,37075,1604123803,,,,,,53194,1,,,,,,,1,,
25194,Einsatzplaner/in (Feuerwehr),Einsatzplaner/in (Feuerwehr),,,,,,,37076,1604123803,,,,,,53194,1,,,,,,,1,,
25195,Einsatzleiter/in (Feuerwehr),Einsatzleiter/in (Feuerwehr),,,,,,,37077,1604123803,,,,,,53194,1,,,,,,,1,,
25196,Einsatzleiter/in (Rettungsdienst),Einsatzleiter/in (Rettungsdienst),,,,,,,37078,1604123803,,,,,,53194,1,,,,,,,1,,
25197,Sicherheitsdirektor/in,Sicherheitsdirektor/in,,,,,,,37079,1604123803,,,,,,53194,1,,,,,,,1,,
25198,Brandschutzleiter/in,Brandschutzleiter/in,,,,,,,37080,1604123803,,,,,,53194,1,,,,,,,1,,
25199,Bahnpolizist/in,Bahnpolizist/in,,,,,,,37081,1604123803,,,,,,53212,1,,,,,,,1,,
25200,Landpolizist/in,Landpolizist/in,,,,,,,37082,1604123803,,,,,,53212,1,,,,,,,1,,
25201,Schutzmann/-frau (Polizist/in),Schutzmann/-frau (Polizist/in),,,,,,,37083,1604123803,,,,,,53212,1,,,,,,,1,,
25202,Bereitschaftspolizist/in,Bereitschaftspolizist/in,,,,,,,37084,1604123803,,,,,,53212,1,,,,,,,1,,
25203,Beamter/Beamtin - Bundespolizei (mittl. Dienst),Beamter/Beamtin - Bundespolizei (mittl. Dienst),,,,,,,37085,1604123803,,,,,,53212,1,,,,,,,1,,
25204,Beamter/Beamtin - Polizeivollzugsdienst (mittl. Di,Beamter/Beamtin - Polizeivollzugsdienst (mittl. Di,,,,,,,37086,1604123803,,,,,,53212,1,,,,,,,1,,
25205,Gewerbepolizeibeamter/-beamtin,Gewerbepolizeibeamter/-beamtin,,,,,,,37087,1604123803,,,,,,53212,1,,,,,,,1,,
25206,Verkehrspolizist/in,Verkehrspolizist/in,,,,,,,37088,1604123803,,,,,,53212,1,,,,,,,1,,
25207,Zivilfahnder/in (Polizei),Zivilfahnder/in (Polizei),,,,,,,37089,1604123803,,,,,,53212,1,,,,,,,1,,
25208,Polizist/in,Polizist/in,,,,,,,37090,1604123803,,,,,,53212,1,,,,,,,1,,
25209,Polizeibeamter/-beamtin (mittl. Dienst),Polizeibeamter/-beamtin (mittl. Dienst),,,,,,,37091,1604123803,,,,,,53212,1,,,,,,,1,,
25210,Polizeivollzugsbeamter/-beamtin (mittlerer Dienst),Polizeivollzugsbeamter/-beamtin (mittlerer Dienst),,,,,,,37092,1604123803,,,,,,53212,1,,,,,,,1,,
25211,Polizeivollzugsbeamter/-beamtin - Bundespolizei (m,Polizeivollzugsbeamter/-beamtin - Bundespolizei (m,,,,,,,37093,1604123803,,,,,,53212,1,,,,,,,1,,
25212,Polizeivollzugsbeamter/-beamtin - Schutzpolizei (m,Polizeivollzugsbeamter/-beamtin - Schutzpolizei (m,,,,,,,37094,1604123803,,,,,,53212,1,,,,,,,1,,
25213,Polizeivollzugsbeamter/-beamtin - Verkehrspolizei,Polizeivollzugsbeamter/-beamtin - Verkehrspolizei,,,,,,,37095,1604123803,,,,,,53212,1,,,,,,,1,,
25214,Polizeivollzugsbeamter/-beamtin - Deutscher Bundes,Polizeivollzugsbeamter/-beamtin - Deutscher Bundes,,,,,,,37096,1604123803,,,,,,53212,1,,,,,,,1,,
25215,Grenzpolizist/in,Grenzpolizist/in,,,,,,,37097,1604123803,,,,,,53212,1,,,,,,,1,,
25216,Streifenbeamter/-beamtin,Streifenbeamter/-beamtin,,,,,,,37098,1604123803,,,,,,53212,1,,,,,,,1,,
25217,Bundespolizeibeamter/-beamtin (mittl. Dienst),Bundespolizeibeamter/-beamtin (mittl. Dienst),,,,,,,37099,1604123803,,,,,,53212,1,,,,,,,1,,
25218,Beamter/Beamtin - Bundespolizei  (geh. Dienst),Beamter/Beamtin - Bundespolizei  (geh. Dienst),,,,,,,37100,1604123803,,,,,,53213,1,,,,,,,1,,
25219,Beamter/Beamtin - Wirtschaftskontrolle (geh. Diens,Beamter/Beamtin - Wirtschaftskontrolle (geh. Diens,,,,,,,37101,1604123803,,,,,,53213,1,,,,,,,1,,
25220,Beamter/Beamtin - Polizeivollzugsdienst (geh. Dien,Beamter/Beamtin - Polizeivollzugsdienst (geh. Dien,,,,,,,37102,1604123803,,,,,,53213,1,,,,,,,1,,
25221,Sicherheitskommissar/in (Polizei),Sicherheitskommissar/in (Polizei),,,,,,,37103,1604123803,,,,,,53213,1,,,,,,,1,,
25222,Sicherheitsinspektor/in (Polizei),Sicherheitsinspektor/in (Polizei),,,,,,,37104,1604123803,,,,,,53213,1,,,,,,,1,,
25223,Wirtschaftskontrollbeamter/-beamtin (geh. Dienst),Wirtschaftskontrollbeamter/-beamtin (geh. Dienst),,,,,,,37105,1604123803,,,,,,53213,1,,,,,,,1,,
25224,Flugsicherheitsbegleiter/in im Bundesgrenzschutz,Flugsicherheitsbegleiter/in im Bundesgrenzschutz,,,,,,,37106,1604123803,,,,,,53213,1,,,,,,,1,,
25225,Bordpolizist/in (geh. Dienst),Bordpolizist/in (geh. Dienst),,,,,,,37107,1604123803,,,,,,53213,1,,,,,,,1,,
25226,Kommissar/in (Polizei),Kommissar/in (Polizei),,,,,,,37108,1604123803,,,,,,53213,1,,,,,,,1,,
25227,Polizeibeamter/-beamtin (geh. Dienst),Polizeibeamter/-beamtin (geh. Dienst),,,,,,,37109,1604123803,,,,,,53213,1,,,,,,,1,,
25228,Polizeivollzugsbeamter/-beamtin (geh. Dienst),Polizeivollzugsbeamter/-beamtin (geh. Dienst),,,,,,,37110,1604123803,,,,,,53213,1,,,,,,,1,,
25229,Polizeibeamter/-beamtin - Bundespolizei (geh. Dien,Polizeibeamter/-beamtin - Bundespolizei (geh. Dien,,,,,,,37111,1604123803,,,,,,53213,1,,,,,,,1,,
25230,Polizeivollzugsbeamter/-beamtin - Bundespolizei (g,Polizeivollzugsbeamter/-beamtin - Bundespolizei (g,,,,,,,37112,1604123803,,,,,,53213,1,,,,,,,1,,
25231,Polizeivollzugsbeamter/-beamtin - Schutzpolizei (g,Polizeivollzugsbeamter/-beamtin - Schutzpolizei (g,,,,,,,37113,1604123803,,,,,,53213,1,,,,,,,1,,
25232,Polizeivollzugsbeamter/-beamtin - Verkehrspolizei,Polizeivollzugsbeamter/-beamtin - Verkehrspolizei,,,,,,,37114,1604123803,,,,,,53213,1,,,,,,,1,,
25233,Bundespolizeibeamter/-beamtin (geh. Dienst),Bundespolizeibeamter/-beamtin (geh. Dienst),,,,,,,37115,1604123803,,,,,,53213,1,,,,,,,1,,
25234,Beamter/Beamtin - Bundespolizei (höh. Dienst),Beamter/Beamtin - Bundespolizei (höh. Dienst),,,,,,,37116,1604123803,,,,,,53214,1,,,,,,,1,,
25235,Beamter/Beamtin - Polizeivollzugsdienst (höh. Dien,Beamter/Beamtin - Polizeivollzugsdienst (höh. Dien,,,,,,,37117,1604123803,,,,,,53214,1,,,,,,,1,,
25236,Polizeioffizier/in (höh. DienstI,Polizeioffizier/in (höh. DienstI,,,,,,,37118,1604123803,,,,,,53214,1,,,,,,,1,,
25237,Polizeibeamter/-beamtin (höh. Dienst),Polizeibeamter/-beamtin (höh. Dienst),,,,,,,37119,1604123803,,,,,,53214,1,,,,,,,1,,
25238,Polizeivollzugsbeamter/-beamtin (höh. Dienst),Polizeivollzugsbeamter/-beamtin (höh. Dienst),,,,,,,37120,1604123803,,,,,,53214,1,,,,,,,1,,
25239,Polizeibeamter/-beamtin - Bundespolizei (höh. Dien,Polizeibeamter/-beamtin - Bundespolizei (höh. Dien,,,,,,,37121,1604123803,,,,,,53214,1,,,,,,,1,,
25240,Polizeivollzugsbeamter/-beamtin - Bundespolizei (h,Polizeivollzugsbeamter/-beamtin - Bundespolizei (h,,,,,,,37122,1604123803,,,,,,53214,1,,,,,,,1,,
25241,Polizeivollzugsbeamter/-beamtin - Schutzpolizei (h,Polizeivollzugsbeamter/-beamtin - Schutzpolizei (h,,,,,,,37123,1604123803,,,,,,53214,1,,,,,,,1,,
25242,Bundespolizeibeamter/-beamtin (höh. Dienst),Bundespolizeibeamter/-beamtin (höh. Dienst),,,,,,,37124,1604123803,,,,,,53214,1,,,,,,,1,,
25243,Beamter/Beamtin - Kriminaldienst (mittl. Dienst),Beamter/Beamtin - Kriminaldienst (mittl. Dienst),,,,,,,37125,1604123803,,,,,,53222,1,,,,,,,1,,
25244,Kriminaler/in,Kriminaler/in,,,,,,,37126,1604123803,,,,,,53222,1,,,,,,,1,,
25245,Kripobeamter/-beamtin,Kripobeamter/-beamtin,,,,,,,37127,1604123803,,,,,,53222,1,,,,,,,1,,
25246,Kriminalpolizist/in (mittl. Dienst),Kriminalpolizist/in (mittl. Dienst),,,,,,,37128,1604123803,,,,,,53222,1,,,,,,,1,,
25247,Kriminalbeamter/-beamtin (mittl. Dienst),Kriminalbeamter/-beamtin (mittl. Dienst),,,,,,,37129,1604123803,,,,,,53222,1,,,,,,,1,,
25248,Beamter/Beamtin - Kriminaldienst (geh. Dienst),Beamter/Beamtin - Kriminaldienst (geh. Dienst),,,,,,,37130,1604123803,,,,,,53223,1,,,,,,,1,,
25249,Polizeivollzugsbeamter/-beamtin - Bundeskriminalam,Polizeivollzugsbeamter/-beamtin - Bundeskriminalam,,,,,,,37131,1604123803,,,,,,53223,1,,,,,,,1,,
25250,Kriminalpolizist/in (geh. Dienst),Kriminalpolizist/in (geh. Dienst),,,,,,,37132,1604123803,,,,,,53223,1,,,,,,,1,,
25251,Kriminalbeamter/-beamtin (geh. Dienst),Kriminalbeamter/-beamtin (geh. Dienst),,,,,,,37133,1604123803,,,,,,53223,1,,,,,,,1,,
25252,Bundeskriminalbeamter/-beamtin (geh. Dienst),Bundeskriminalbeamter/-beamtin (geh. Dienst),,,,,,,37134,1604123803,,,,,,53223,1,,,,,,,1,,
25253,Beamter/Beamtin - Kriminaldienst (höh. Dienst),Beamter/Beamtin - Kriminaldienst (höh. Dienst),,,,,,,37135,1604123803,,,,,,53224,1,,,,,,,1,,
25254,Biologe/Biologin - Forensik,Biologe/Biologin - Forensik,,,,,,,37136,1604123803,,,,,,53224,1,,,,,,,1,,
25255,Forensiker/in - Chemie,Forensiker/in - Chemie,,,,,,,37137,1604123803,,,,,,53224,1,,,,,,,1,,
25256,Forensiker/in - Physik,Forensiker/in - Physik,,,,,,,37138,1604123803,,,,,,53224,1,,,,,,,1,,
25257,Forensiker/in - Genetik,Forensiker/in - Genetik,,,,,,,37139,1604123803,,,,,,53224,1,,,,,,,1,,
25258,Forensiker/in - Medizin,Forensiker/in - Medizin,,,,,,,37140,1604123803,,,,,,53224,1,,,,,,,1,,
25259,Forensiker/in - Biologie,Forensiker/in - Biologie,,,,,,,37141,1604123803,,,,,,53224,1,,,,,,,1,,
25260,Forensiker/in - Datyloskopie,Forensiker/in - Datyloskopie,,,,,,,37142,1604123803,,,,,,53224,1,,,,,,,1,,
25261,Polizeiliche/r Fallanalytiker/in,Polizeiliche/r Fallanalytiker/in,,,,,,,37143,1604123803,,,,,,53224,1,,,,,,,1,,
25262,Kriminalist/in,Kriminalist/in,,,,,,,37144,1604123803,,,,,,53224,1,,,,,,,1,,
25263,Kriminaltechniker/in,Kriminaltechniker/in,,,,,,,37145,1604123803,,,,,,53224,1,,,,,,,1,,
25264,Kriminalpolizist/in (höh. Dienst),Kriminalpolizist/in (höh. Dienst),,,,,,,37146,1604123803,,,,,,53224,1,,,,,,,1,,
25265,Kriminalbeamter/-beamtin (höh. Dienst),Kriminalbeamter/-beamtin (höh. Dienst),,,,,,,37147,1604123803,,,,,,53224,1,,,,,,,1,,
25266,Profiler/in,Profiler/in,,,,,,,37148,1604123803,,,,,,53224,1,,,,,,,1,,
25267,Beamter/Beamtin - Vollstreckung (mittl. Dienst),Beamter/Beamtin - Vollstreckung (mittl. Dienst),,,,,,,37149,1604123803,,,,,,53232,1,,,,,,,1,,
25268,Gemeindevollziehungsbeamter/-beamtin,Gemeindevollziehungsbeamter/-beamtin,,,,,,,37150,1604123803,,,,,,53232,1,,,,,,,1,,
25270,Vollziehungsbeamter/-beamtin,Vollziehungsbeamter/-beamtin,,,,,,,37151,1604123803,,,,,,53232,1,,,,,,,1,,
25271,Steuervollzieher/in,Steuervollzieher/in,,,,,,,37152,1604123803,,,,,,53232,1,,,,,,,1,,
25272,Gerichtsvollzieher/in,Gerichtsvollzieher/in,,,,,,,37153,1604123803,,,,,,53233,1,,,,,,,1,,
25273,Sequester/in,Sequester/in,,,,,,,37154,1604123803,,,,,,53233,1,,,,,,,1,,
25274,Vollstreckungsbeamter/-beamtin (Gerichtsvollzieher,Vollstreckungsbeamter/-beamtin (Gerichtsvollzieher,,,,,,,37155,1604123803,,,,,,53233,1,,,,,,,1,,
25275,Gerichtsdiener/in,Gerichtsdiener/in,,,,,,,37156,1604123803,,,,,,53241,1,,,,,,,1,,
25276,Justizaushelfer/in,Justizaushelfer/in,,,,,,,37157,1604123803,,,,,,53241,1,,,,,,,1,,
25277,Justizwachtmeister/in (Einfacher Dienst),Justizwachtmeister/in (Einfacher Dienst),,,,,,,37158,1604123803,,,,,,53241,1,,,,,,,1,,
25278,Wachpolizist/in - Gefangenenbewachung,Wachpolizist/in - Gefangenenbewachung,,,,,,,37159,1604123803,,,,,,53242,1,,,,,,,1,,
25279,Beamter/Beamtin - Justizvollzugsdienst (mittl. Die,Beamter/Beamtin - Justizvollzugsdienst (mittl. Die,,,,,,,37160,1604123803,,,,,,53242,1,,,,,,,1,,
25280,Beamter/Beamtin - Justizvollzugsdienst (mittl. Die,Beamter/Beamtin - Justizvollzugsdienst (mittl. Die,,,,,,,37161,1604123803,,,,,,53242,1,,,,,,,1,,
25281,Gefängnisaufseher/in,Gefängnisaufseher/in,,,,,,,37162,1604123803,,,,,,53242,1,,,,,,,1,,
25282,Polizeigefängnisaufseher/in,Polizeigefängnisaufseher/in,,,,,,,37163,1604123803,,,,,,53242,1,,,,,,,1,,
25283,Vollzugsbeamter/-beamtin (mittl. Dienst),Vollzugsbeamter/-beamtin (mittl. Dienst),,,,,,,37164,1604123803,,,,,,53242,1,,,,,,,1,,
25284,"Assistent/in - Justiz-, Strafvollzugsdienst","Assistent/in - Justiz-, Strafvollzugsdienst",,,,,,,37165,1604123803,,,,,,53242,1,,,,,,,1,,
25285,Strafanstaltsaufseher/in,Strafanstaltsaufseher/in,,,,,,,37166,1604123803,,,,,,53242,1,,,,,,,1,,
25286,Strafvollzugsbeamter/-beamtin (mittl. Dienst),Strafvollzugsbeamter/-beamtin (mittl. Dienst),,,,,,,37167,1604123803,,,,,,53242,1,,,,,,,1,,
25287,Aufseher/in (Vollzugsanstalt),Aufseher/in (Vollzugsanstalt),,,,,,,37168,1604123803,,,,,,53242,1,,,,,,,1,,
25288,Justizvollzugsbeamter/-beamtin (mittl. Dienst),Justizvollzugsbeamter/-beamtin (mittl. Dienst),,,,,,,37169,1604123803,,,,,,53242,1,,,,,,,1,,
25289,Beamter/Beamtin - Justizvollzugsdienst (geh. Diens,Beamter/Beamtin - Justizvollzugsdienst (geh. Diens,,,,,,,37170,1604123803,,,,,,53243,1,,,,,,,1,,
25290,Beamter/Beamtin - Justizvollzugsdienst (geh. Diens,Beamter/Beamtin - Justizvollzugsdienst (geh. Diens,,,,,,,37171,1604123803,,,,,,53243,1,,,,,,,1,,
25291,Polizeigefängnisverwalter/in,Polizeigefängnisverwalter/in,,,,,,,37172,1604123803,,,,,,53243,1,,,,,,,1,,
25292,Polizeigefängnisvorsteher/in,Polizeigefängnisvorsteher/in,,,,,,,37173,1604123803,,,,,,53243,1,,,,,,,1,,
25293,Vollzugsbeamter/-beamtin (geh. Dienst),Vollzugsbeamter/-beamtin (geh. Dienst),,,,,,,37174,1604123803,,,,,,53243,1,,,,,,,1,,
25294,Vollzugs- und Verwaltungswirt/in (Strafvollzug),Vollzugs- und Verwaltungswirt/in (Strafvollzug),,,,,,,37175,1604123803,,,,,,53243,1,,,,,,,1,,
25295,Strafanstaltskontrolleur/in,Strafanstaltskontrolleur/in,,,,,,,37176,1604123803,,,,,,53243,1,,,,,,,1,,
25296,Strafvollzugsbeamter/-beamtin (geh. Dienst),Strafvollzugsbeamter/-beamtin (geh. Dienst),,,,,,,37177,1604123803,,,,,,53243,1,,,,,,,1,,
25297,Justizvollzugsfachwirt/in,Justizvollzugsfachwirt/in,,,,,,,37178,1604123803,,,,,,53243,1,,,,,,,1,,
25298,Justizvollzugsbeamter/-beamtin (geh. Dienst),Justizvollzugsbeamter/-beamtin (geh. Dienst),,,,,,,37179,1604123803,,,,,,53243,1,,,,,,,1,,
25299,"Betriebsleiter/in - Justiz-, Strafvollzugsdienst","Betriebsleiter/in - Justiz-, Strafvollzugsdienst",,,,,,,37180,1604123803,,,,,,53244,1,,,,,,,1,,
25300,Gefängnisdirektor/in,Gefängnisdirektor/in,,,,,,,37181,1604123803,,,,,,53244,1,,,,,,,1,,
25301,Justizbeamter/-beamtin (höh. Dienst),Justizbeamter/-beamtin (höh. Dienst),,,,,,,37182,1604123803,,,,,,53244,1,,,,,,,1,,
25302,Beamter/Beamtin - Eichwesen (mittl. Dienst),Beamter/Beamtin - Eichwesen (mittl. Dienst),,,,,,,37183,1604123803,,,,,,53312,1,,,,,,,1,,
25303,Beamter/Beamtin - Gewerbeaufsicht (mittl. techn. D,Beamter/Beamtin - Gewerbeaufsicht (mittl. techn. D,,,,,,,37184,1604123803,,,,,,53312,1,,,,,,,1,,
25304,Beamter/Beamtin - Gewerbeaufsichtsverwaltung (mitt,Beamter/Beamtin - Gewerbeaufsichtsverwaltung (mitt,,,,,,,37185,1604123803,,,,,,53312,1,,,,,,,1,,
25305,Gewerbeaufseher/in,Gewerbeaufseher/in,,,,,,,37186,1604123803,,,,,,53312,1,,,,,,,1,,
25306,Gewerbekontrolleur/in,Gewerbekontrolleur/in,,,,,,,37187,1604123803,,,,,,53312,1,,,,,,,1,,
25307,Gewerbeaufsichtbeamter/-beamtin (mittl. techn. Die,Gewerbeaufsichtbeamter/-beamtin (mittl. techn. Die,,,,,,,37188,1604123803,,,,,,53312,1,,,,,,,1,,
25308,Eicher/in,Eicher/in,,,,,,,37189,1604123803,,,,,,53312,1,,,,,,,1,,
25309,Eichbeamter/-beamtin,Eichbeamter/-beamtin,,,,,,,37190,1604123803,,,,,,53312,1,,,,,,,1,,
25310,Beamter/Beamtin - Gewerbeaufsicht (geh. techn. Die,Beamter/Beamtin - Gewerbeaufsicht (geh. techn. Die,,,,,,,37191,1604123803,,,,,,53313,1,,,,,,,1,,
25311,Beamter/Beamtin - Arbeitsschutzverwaltung (geh. te,Beamter/Beamtin - Arbeitsschutzverwaltung (geh. te,,,,,,,37192,1604123803,,,,,,53313,1,,,,,,,1,,
25312,Beamter/Beamtin - Arbeits- und Immissionsschutz (g,Beamter/Beamtin - Arbeits- und Immissionsschutz (g,,,,,,,37193,1604123803,,,,,,53313,1,,,,,,,1,,
25313,Gewerbeaufsichtbeamter/-beamtin (geh. techn. Diens,Gewerbeaufsichtbeamter/-beamtin (geh. techn. Diens,,,,,,,37194,1604123803,,,,,,53313,1,,,,,,,1,,
25314,Beamter/Beamtin - Gewerbeaufsicht (höh. techn. Die,Beamter/Beamtin - Gewerbeaufsicht (höh. techn. Die,,,,,,,37195,1604123803,,,,,,53314,1,,,,,,,1,,
25315,Gewerbeaufsichtbeamter/-beamtin (höh. techn. Diens,Gewerbeaufsichtbeamter/-beamtin (höh. techn. Diens,,,,,,,37196,1604123803,,,,,,53314,1,,,,,,,1,,
25316,Facharbeiter/in - Hygiene,Facharbeiter/in - Hygiene,,,,,,,37197,1604123803,,,,,,53322,1,,,,,,,1,,
25317,Fachkraft - Hygieneüberwachung,Fachkraft - Hygieneüberwachung,,,,,,,37198,1604123803,,,,,,53322,1,,,,,,,1,,
25318,Fachkraft - Hygieneüberwachung,Fachkraft - Hygieneüberwachung,,,,,,,37199,1604123803,,,,,,53322,1,,,,,,,1,,
25319,Beamter/Beamtin - Gesundheitsdienst (mittl. Dienst,Beamter/Beamtin - Gesundheitsdienst (mittl. Dienst,,,,,,,37200,1604123803,,,,,,53322,1,,,,,,,1,,
25320,Gesundheitsaufseher/in,Gesundheitsaufseher/in,,,,,,,37201,1604123803,,,,,,53322,1,,,,,,,1,,
25321,Gesundheitsassistent/in,Gesundheitsassistent/in,,,,,,,37202,1604123803,,,,,,53322,1,,,,,,,1,,
25322,Gesundheitskontrolleur/in,Gesundheitskontrolleur/in,,,,,,,37203,1604123803,,,,,,53322,1,,,,,,,1,,
25323,Gesundheitsdienstbeamter/-beamtin (mittl. Dienst),Gesundheitsdienstbeamter/-beamtin (mittl. Dienst),,,,,,,37204,1604123803,,,,,,53322,1,,,,,,,1,,
25324,Hygienefachkraft,Hygienefachkraft,,,,,,,37205,1604123803,,,,,,53322,1,,,,,,,1,,
25325,Hygiene-Assistent/in,Hygiene-Assistent/in,,,,,,,37206,1604123803,,,,,,53322,1,,,,,,,1,,
25326,Hygienekontrolleur/in,Hygienekontrolleur/in,,,,,,,37207,1604123803,,,,,,53322,1,,,,,,,1,,
25327,Hygienesachbearbeiter/in,Hygienesachbearbeiter/in,,,,,,,37208,1604123803,,,,,,53322,1,,,,,,,1,,
25328,Fachhygieneinspektor/in,Fachhygieneinspektor/in,,,,,,,37209,1604123803,,,,,,53323,1,,,,,,,1,,
25329,Fachkrankenschwester/-pfleger - Hygiene,Fachkrankenschwester/-pfleger - Hygiene,,,,,,,37210,1604123803,,,,,,53323,1,,,,,,,1,,
25330,Fachgesundheitsschwester/-pfleger - Hygiene,Fachgesundheitsschwester/-pfleger - Hygiene,,,,,,,37211,1604123803,,,,,,53323,1,,,,,,,1,,
25331,Fachkinderkrankenschwester/-pfleger - Hygiene,Fachkinderkrankenschwester/-pfleger - Hygiene,,,,,,,37212,1604123803,,,,,,53323,1,,,,,,,1,,
25332,Kinderkrankenschwester/-pfleger - Hygiene,Kinderkrankenschwester/-pfleger - Hygiene,,,,,,,37213,1604123803,,,,,,53323,1,,,,,,,1,,
25333,Arbeitshygieneinspektor/in,Arbeitshygieneinspektor/in,,,,,,,37214,1604123803,,,,,,53323,1,,,,,,,1,,
25334,Krankenschwester/-pfleger - Hygiene,Krankenschwester/-pfleger - Hygiene,,,,,,,37215,1604123803,,,,,,53323,1,,,,,,,1,,
25335,Hygieneinspektor/in,Hygieneinspektor/in,,,,,,,37216,1604123803,,,,,,53323,1,,,,,,,1,,
25336,Hygienefachberater/in,Hygienefachberater/in,,,,,,,37217,1604123803,,,,,,53323,1,,,,,,,1,,
25337,Hygienefachschwester/-pfleger,Hygienefachschwester/-pfleger,,,,,,,37218,1604123803,,,,,,53323,1,,,,,,,1,,
25338,Fachassistent/in (Fleischkontrolleur/in),Fachassistent/in (Fleischkontrolleur/in),,,,,,,37219,1604123803,,,,,,53332,1,,,,,,,1,,
25339,Lebensmittelkontrollassistent/in,Lebensmittelkontrollassistent/in,,,,,,,37220,1604123803,,,,,,53332,1,,,,,,,1,,
25341,Assistent/in - Lebensmittelkontrolle,Assistent/in - Lebensmittelkontrolle,,,,,,,37221,1604123803,,,,,,53332,1,,,,,,,1,,
25342,Nahrungsmittelprüfer/in,Nahrungsmittelprüfer/in,,,,,,,37222,1604123803,,,,,,53333,1,,,,,,,1,,
25343,Nahrungsmittelkontrolleur/in,Nahrungsmittelkontrolleur/in,,,,,,,37223,1604123803,,,,,,53333,1,,,,,,,1,,
25344,Lebensmittelprüfer/in,Lebensmittelprüfer/in,,,,,,,37224,1604123803,,,,,,53333,1,,,,,,,1,,
25345,Lebensmittelkontrolleur/in,Lebensmittelkontrolleur/in,,,,,,,37225,1604123803,,,,,,53333,1,,,,,,,1,,
25346,Wein- und Spirituosenkontrolleur/in,Wein- und Spirituosenkontrolleur/in,,,,,,,37226,1604123803,,,,,,53333,1,,,,,,,1,,
